Date,AQI,CO,Ozone,SO2,PM10,PM25,NO2
10/26/14,57,27,46,0,48,57,24
10/27/14,64,28,54,1,55,64,38
10/28/14,84,28,84,3,70,83,51
10/29/14,87,30,87,3,70,77,48
10/30/14,101,30,101,3,71,79,50
10/31/14,75,30,74,1,59,75,48
11/1/14,96,30,51,0,96,46,25
11/2/14,56,28,47,1,25,56,32
11/3/14,53,28,44,1,52,53,42
11/4/14,46,30,46,1,27,40,42
11/5/14,50,8,49,3,31,32,50
11/6/14,47,10,47,3,42,45,44
11/7/14,60,13,54,4,54,54,60
11/8/14,84,13,84,3,61,74,56
11/9/14,108,15,108,3,60,97,56
11/10/14,117,10,100,1,54,117,44
11/11/14,87,6,61,0,57,87,57
11/12/14,65,8,51,0,63,65,39
11/13/14,130,8,58,0,44,130,41
11/14/14,76,7,45,0,43,76,31
11/15/14,81,6,61,1,81,78,30
11/16/14,111,7,54,1,111,58,43
11/17/14,46,8,45,3,33,32,46
11/18/14,51,10,44,4,51,38,45
11/19/14,58,13,47,4,58,54,48
11/20/14,64,14,47,3,47,64,47
11/21/14,61,8,45,1,31,61,38
11/22/14,82,10,54,1,82,69,33
11/23/14,58,8,44,1,53,58,45
11/24/14,46,11,46,4,31,33,41
11/25/14,55,11,43,4,55,44,43
11/26/14,64,14,39,4,64,61,43
11/27/14,62,15,44,7,59,62,39
11/28/14,78,17,74,6,66,78,46
11/29/14,77,16,77,1,61,76,42
11/30/14,63,14,44,1,37,63,31
12/1/14,71,11,39,3,40,71,33
12/2/14,41,11,37,1,31,41,34
12/3/14,52,6,32,1,16,52,24
12/4/14,58,7,33,1,46,58,40
12/5/14,72,10,36,1,49,72,52
12/6/14,96,14,39,1,54,96,37
12/7/14,72,14,41,1,39,72,35
12/8/14,70,11,39,1,51,70,43
12/9/14,67,14,44,3,52,67,46
12/10/14,78,17,40,4,57,78,43
12/11/14,106,17,42,3,52,106,42
12/12/14,46,6,46,1,19,45,32
12/13/14,62,10,43,3,29,62,34
12/14/14,85,11,41,1,45,85,36
12/15/14,75,15,38,1,54,75,34
12/16/14,63,11,37,1,24,63,39
12/17/14,48,8,40,1,19,48,33
12/18/14,64,11,41,1,38,64,38
12/19/14,113,14,42,3,47,113,41
12/20/14,128,14,39,1,60,128,35
12/21/14,137,16,34,1,61,137,35
12/22/14,91,13,34,3,52,91,40
12/23/14,70,13,39,3,70,39,37
12/24/14,54,9,41,3,33,54,36
12/25/14,58,10,43,1,38,58,26
12/26/14,40,7,40,1,13,21,37
12/27/14,55,9,41,1,27,55,50
12/28/14,72,11,41,3,38,72,42
12/29/14,89,15,41,3,48,89,44
12/30/14,72,13,41,6,31,72,32
12/31/14,74,10,39,4,51,74,35
1/1/15,149,17,40,3,65,149,42
1/2/15,116,16,42,4,79,116,51
1/3/15,153,17,40,4,71,153,42
1/4/15,139,20,41,3,61,139,45
1/5/15,51,11,39,4,44,51,46
1/6/15,66,13,37,4,38,66,46
1/7/15,62,17,33,6,57,62,45
1/8/15,111,17,38,3,52,111,48
1/9/15,110,19,44,3,64,110,60
1/10/15,137,20,50,3,61,137,42
1/11/15,116,15,41,1,41,116,33
1/12/15,86,15,35,3,31,86,41
1/13/15,89,16,43,1,33,89,38
1/14/15,111,14,35,3,19,111,44
1/15/15,51,15,37,6,29,51,49
1/16/15,60,18,38,3,48,60,50
1/17/15,81,18,42,1,48,81,43
1/18/15,120,18,40,1,53,120,45
1/19/15,126,22,43,3,62,126,74
1/20/15,154,24,41,3,71,154,68
1/21/15,100,20,43,3,46,100,42
1/22/15,85,16,44,3,34,85,48
1/23/15,42,18,41,3,39,32,42
1/24/15,52,14,43,1,52,33,35
1/25/15,57,16,42,1,19,57,35
1/26/15,56,19,37,1,29,56,47
1/27/15,68,20,37,1,18,68,42
1/28/15,62,20,38,1,19,62,36
1/29/15,42,7,34,1,19,42,35
1/30/15,48,6,34,1,19,48,42
1/31/15,56,23,37,1,18,56,34
2/1/15,63,22,40,3,31,63,40
2/2/15,72,27,43,3,43,72,68
2/3/15,112,27,48,3,59,112,69
2/4/15,150,30,48,3,69,150,88
2/5/15,135,30,54,1,64,135,83
2/6/15,126,15,46,3,64,126,69
2/7/15,96,11,41,1,51,96,42
2/8/15,79,7,41,1,37,79,27
2/9/15,88,9,54,1,32,88,38
2/10/15,52,10,46,3,38,52,38
2/11/15,63,10,46,1,35,63,35
2/12/15,46,13,46,3,33,30,44
2/13/15,51,11,48,4,51,42,50
2/14/15,145,11,50,1,46,145,43
2/15/15,97,22,97,1,53,70,61
2/16/15,87,14,87,1,56,78,42
2/17/15,124,11,64,3,59,124,48
2/18/15,117,11,58,1,61,117,54
2/19/15,137,17,58,3,67,137,67
2/20/15,135,10,67,1,60,135,48
2/21/15,126,20,77,1,98,126,44
2/22/15,92,20,48,0,92,51,28
2/23/15,44,10,44,0,15,37,36
2/24/15,61,13,45,0,61,55,49
2/25/15,68,15,51,1,34,58,68
2/26/15,80,13,80,1,47,66,66
2/27/15,67,11,67,1,66,66,43
2/28/15,158,20,47,1,158,30,30
3/1/15,43,20,41,0,8,43,35
3/2/15,44,11,44,0,11,25,40
3/3/15,47,11,46,4,16,47,42
3/4/15,52,11,51,6,25,44,52
3/5/15,50,13,50,1,24,47,40
3/6/15,50,11,50,3,24,27,43
3/7/15,69,20,61,1,32,69,49
3/8/15,77,22,77,1,43,65,43
3/9/15,82,13,61,4,54,82,71
3/10/15,74,13,71,4,52,74,72
3/11/15,89,13,58,1,61,89,68
3/12/15,58,11,58,3,50,45,46
3/13/15,51,11,51,0,33,19,39
3/14/15,74,20,74,7,31,33,47
3/15/15,80,22,80,1,39,48,48
3/16/15,89,11,77,1,52,89,61
3/17/15,93,13,93,1,49,58,51
3/18/15,77,11,77,0,62,60,37
3/19/15,77,11,77,0,55,76,50
3/20/15,84,15,84,1,55,83,54
3/21/15,97,20,97,1,54,86,50
3/22/15,75,20,71,3,40,75,31
3/23/15,100,6,64,0,100,62,35
3/24/15,71,8,71,1,63,61,42
3/25/15,111,9,54,1,56,111,55
3/26/15,64,8,54,1,41,64,61
3/27/15,101,10,101,1,55,55,54
3/28/15,115,9,115,1,54,60,42
3/29/15,108,9,108,1,50,60,50
3/30/15,101,10,101,3,61,76,60
3/31/15,102,10,101,1,84,69,102
4/1/15,115,8,115,1,104,68,66
4/2/15,105,9,93,1,56,105,52
4/3/15,87,8,87,1,48,76,54
4/4/15,119,11,119,1,57,59,44
4/5/15,93,9,93,1,60,66,37
4/6/15,86,8,71,1,64,86,32
4/7/15,115,9,74,1,115,30,29
4/8/15,74,9,74,3,62,52,30
4/9/15,116,10,90,1,74,116,37
4/10/15,112,10,112,1,61,66,43
4/11/15,133,10,133,1,49,76,49
4/12/15,133,10,133,1,51,67,41
4/13/15,136,13,136,6,58,73,53
4/14/15,108,6,108,1,86,76,33
4/15/15,97,11,97,1,80,63,53
4/16/15,87,10,87,1,52,45,57
4/17/15,101,13,101,3,60,57,60
4/18/15,143,8,143,1,60,62,57
4/19/15,172,8,172,3,62,93,43
4/20/15,147,6,147,1,51,71,40
4/21/15,90,6,90,1,76,62,49
4/22/15,87,6,87,0,58,56,40
4/23/15,77,7,77,1,58,64,36
4/24/15,74,6,64,1,74,53,33
4/25/15,127,6,61,1,127,49,28
4/26/15,97,7,97,1,27,58,34
4/27/15,129,7,129,0,35,58,55
4/28/15,112,8,112,1,43,61,57
4/29/15,133,9,133,1,51,58,58
4/30/15,129,10,129,1,62,74,55
5/1/15,101,9,101,1,44,53,50
5/2/15,100,9,100,1,46,66,46
5/3/15,108,7,108,1,51,65,26
5/4/15,77,7,77,1,66,64,31
5/5/15,74,10,74,0,62,53,34
5/6/15,104,11,84,1,104,44,33
5/7/15,127,7,80,1,127,48,36
5/8/15,54,7,54,0,37,42,35
5/9/15,77,8,77,1,33,62,25
5/10/15,108,9,108,1,40,77,33
5/11/15,140,10,112,1,140,74,44
5/12/15,122,6,122,1,120,64,42
5/13/15,119,5,119,1,84,59,35
5/14/15,111,6,84,1,111,45,36
5/15/15,74,6,74,0,21,43,35
5/16/15,80,6,80,0,34,53,33
5/17/15,84,6,84,1,61,59,32
5/18/15,103,5,80,0,103,52,32
5/19/15,91,6,77,1,91,54,32
5/20/15,134,6,67,1,134,55,41
5/21/15,104,5,80,1,104,61,34
5/22/15,59,5,51,0,59,33,31
5/23/15,64,5,64,1,51,50,22
5/24/15,71,5,71,0,58,56,21
5/25/15,77,5,77,0,39,72,29
5/26/15,93,5,93,1,54,73,34
5/27/15,108,6,108,3,52,81,36
5/28/15,159,8,159,1,59,83,54
5/29/15,195,7,195,1,55,88,47
5/30/15,203,8,203,3,56,95,50
5/31/15,166,7,166,3,45,83,50
6/1/15,100,6,100,3,73,81,37
6/2/15,90,8,90,1,72,62,40
6/3/15,105,6,105,4,88,58,28
6/4/15,101,6,101,3,73,62,22
6/5/15,101,6,101,1,76,59,31
6/6/15,122,7,122,1,57,62,34
6/7/15,154,7,154,1,49,72,40
6/8/15,108,8,108,4,60,69,51
6/9/15,148,9,61,1,148,70,50
6/10/15,71,6,71,1,61,66,29
6/11/15,119,7,119,0,53,71,29
6/12/15,133,6,133,0,60,88,41
6/13/15,143,7,143,0,52,78,37
6/14/15,172,7,172,1,51,77,37
6/15/15,192,8,192,1,79,86,43
6/16/15,179,9,179,1,63,87,52
6/17/15,197,9,197,1,72,98,54
6/18/15,209,10,209,1,106,92,58
6/19/15,213,11,213,1,63,86,60
6/20/15,223,10,223,3,65,152,51
6/21/15,192,7,192,3,59,85,28
6/22/15,161,9,161,1,58,77,40
6/23/15,159,9,159,6,61,74,45
6/24/15,177,7,177,1,63,76,39
6/25/15,202,7,202,1,66,81,51
6/26/15,192,10,192,3,62,91,49
6/27/15,126,9,126,1,60,72,42
6/28/15,154,9,154,4,54,71,37
6/29/15,129,10,129,1,71,100,56
6/30/15,140,10,140,1,126,72,67
7/1/15,100,10,100,1,64,79,51
7/2/15,151,9,151,1,65,73,47
7/3/15,179,9,179,0,55,70,38
7/4/15,154,7,154,1,124,73,42
7/5/15,160,7,112,0,62,160,29
7/6/15,126,7,126,0,46,76,28
7/7/15,129,8,129,0,85,84,34
7/8/15,122,7,93,0,122,77,31
7/9/15,93,7,49,0,93,57,25
7/10/15,61,7,61,0,57,55,32
7/11/15,97,8,97,1,70,58,30
7/12/15,108,8,108,0,40,63,34
7/13/15,126,9,126,1,72,63,39
7/14/15,80,9,80,1,64,66,35
7/15/15,105,8,105,0,51,75,28
7/16/15,156,8,156,0,54,79,38
7/17/15,238,10,136,1,238,77,46
7/18/15,63,9,43,1,33,63,38
7/19/15,72,7,44,0,19,72,17
7/20/15,60,7,50,0,24,60,25
7/21/15,105,5,105,0,70,80,46
7/22/15,84,7,67,0,84,66,26
7/23/15,64,5,64,0,52,57,24
7/24/15,119,10,119,0,52,60,36
7/25/15,136,9,136,0,59,52,24
7/26/15,127,8,90,0,127,51,24
7/27/15,129,8,129,0,64,60,22
7/28/15,169,10,169,0,60,70,45
7/29/15,177,10,177,0,58,82,50
7/30/15,143,7,143,0,87,84,31
7/31/15,143,9,143,0,52,77,38
8/1/15,147,9,147,0,49,77,36
8/2/15,151,8,151,0,44,75,31
8/3/15,143,9,143,0,52,72,42
8/4/15,140,10,140,0,55,74,49
8/5/15,108,11,108,0,55,65,56
8/6/15,74,13,74,0,68,69,61
8/7/15,87,8,87,0,66,74,40
8/8/15,129,8,129,1,44,68,26
8/9/15,143,8,143,0,45,72,54
8/10/15,133,9,133,1,57,74,39
8/11/15,143,10,143,1,61,79,48
8/12/15,169,10,169,3,59,74,57
8/13/15,140,13,140,3,66,67,68
8/14/15,150,13,150,6,57,68,51
8/15/15,154,10,154,1,56,60,47
8/16/15,185,10,185,3,61,80,42
8/17/15,115,10,115,3,95,75,48
8/18/15,204,10,140,3,204,76,42
8/19/15,166,50,166,1,114,83,45
8/20/15,187,10,187,3,65,88,41
8/21/15,159,16,159,1,57,90,52
8/22/15,166,10,166,0,59,94,30
8/23/15,174,11,174,1,57,87,43
8/24/15,166,11,166,1,59,80,52
8/25/15,97,13,97,4,69,82,53
8/26/15,133,15,133,1,58,83,63
8/27/15,174,14,174,1,60,75,60
8/28/15,179,13,179,3,61,70,78
8/29/15,133,13,133,3,56,68,49
8/30/15,57,9,50,0,51,57,25
8/31/15,101,10,101,1,62,66,40
9/1/15,108,9,108,0,64,65,42
9/2/15,119,10,119,1,50,68,44
9/3/15,77,9,77,3,48,68,40
9/4/15,112,5,112,3,70,59,41
9/5/15,129,10,129,0,53,68,30
9/6/15,74,10,74,1,54,67,49
9/7/15,64,11,49,0,53,64,37
9/8/15,106,11,100,1,106,66,64
9/9/15,123,7,64,1,123,83,47
9/10/15,80,8,80,1,55,66,56
9/11/15,112,7,112,0,55,64,52
9/12/15,67,7,67,1,55,65,41
9/13/15,87,7,87,3,51,60,35
9/14/15,69,5,42,0,69,47,34
9/15/15,48,5,25,0,44,48,28
9/16/15,57,5,50,1,39,57,34
9/17/15,80,6,80,0,32,63,48
9/18/15,150,8,150,1,52,77,66
9/19/15,187,9,187,1,51,76,51
9/20/15,119,7,119,4,38,65,44
9/21/15,90,8,90,3,50,58,57
9/22/15,115,6,115,0,45,65,44
9/23/15,156,8,156,1,53,88,60
9/24/15,200,11,200,3,61,89,68
9/25/15,159,10,159,1,59,77,67
9/26/15,182,9,182,1,57,77,61
9/27/15,108,7,108,3,46,64,40
9/28/15,140,8,140,1,55,68,54
9/29/15,101,9,101,1,54,62,55
9/30/15,172,9,172,4,61,75,68
10/1/15,87,10,87,1,85,69,55
10/2/15,77,6,77,1,63,58,44
10/3/15,90,7,90,3,46,60,39
10/4/15,49,3,45,0,49,47,25
10/5/15,49,5,46,0,21,48,49
10/6/15,67,6,67,0,31,65,46
10/7/15,84,8,84,0,41,69,53
10/8/15,101,9,101,1,47,75,74
10/9/15,71,9,48,1,43,71,65
10/10/15,84,7,84,3,39,45,50
10/11/15,112,9,112,1,33,43,49
10/12/15,87,9,87,3,51,58,55
10/13/15,60,8,50,3,47,60,46
10/14/15,65,8,47,0,46,65,62
10/15/15,68,7,40,0,47,68,34
10/16/15,72,7,39,0,31,72,39
10/17/15,70,7,58,0,34,70,29
10/18/15,65,6,44,0,27,65,31
10/19/15,53,6,46,0,35,53,38
10/20/15,57,8,48,0,43,57,49
10/21/15,60,13,45,0,47,60,48
10/22/15,59,13,50,1,46,59,54
10/23/15,67,14,61,1,54,67,53
10/24/15,63,23,49,1,53,58,63
10/25/15,63,24,44,1,63,52,41
10/26/15,77,14,77,1,58,56,76
10/27/15,90,14,90,1,68,70,73
10/28/15,77,14,77,1,64,77,70
10/29/15,97,10,47,1,97,65,46
10/30/15,97,10,45,0,97,49,54
10/31/15,61,10,61,3,54,52,48
11/1/15,129,14,129,1,65,69,43
11/2/15,114,13,49,1,114,63,62
11/3/15,48,7,43,1,48,42,44
11/4/15,46,8,40,0,22,46,43
11/5/15,54,9,42,1,30,52,54
11/6/15,52,8,43,1,33,52,44
11/7/15,51,9,45,1,25,51,46
11/8/15,61,13,58,4,44,61,51
11/9/15,58,9,58,3,44,56,55
11/10/15,147,11,45,0,147,54,47
11/11/15,62,13,44,1,41,55,62
11/12/15,58,9,44,3,40,53,58
11/13/15,67,15,42,4,54,55,67
11/14/15,66,15,49,6,63,66,53
11/15/15,116,14,49,3,116,63,42
11/16/15,79,9,43,0,79,43,46
11/17/15,79,13,43,1,79,51,55
11/18/15,73,16,41,4,73,67,60
11/19/15,66,16,44,3,65,57,66
11/20/15,67,17,44,13,66,62,67
11/21/15,43,10,43,3,30,41,40
11/22/15,52,13,43,3,39,52,42
11/23/15,65,14,48,9,65,58,65
11/24/15,70,14,46,4,70,60,69
11/25/15,92,6,44,3,92,58,47
11/26/15,57,8,40,1,19,57,38
11/27/15,65,10,36,1,23,65,36
11/28/15,60,14,40,1,25,60,48
11/29/15,60,9,43,0,19,60,41
11/30/15,70,10,40,1,51,70,55
12/1/15,72,14,41,1,55,72,63
12/2/15,71,11,41,3,71,55,62
12/3/15,67,16,45,6,67,65,60
12/4/15,86,17,44,1,74,86,76
12/5/15,61,15,44,1,46,61,43
12/6/15,65,13,44,1,65,63,45
12/7/15,73,16,40,3,73,68,62
12/8/15,79,16,40,9,79,66,63
12/9/15,89,19,43,1,89,86,70
12/10/15,100,20,71,1,69,100,76
12/11/15,127,8,43,1,127,63,40
12/12/15,62,11,38,1,39,62,39
12/13/15,59,11,43,1,32,59,32
12/14/15,124,9,43,0,124,54,43
12/15/15,46,9,36,1,23,42,46
12/16/15,52,11,35,1,30,52,49
12/17/15,104,57,36,1,56,69,104
12/18/15,69,16,42,3,69,62,58
12/19/15,64,15,41,4,32,64,49
12/20/15,62,17,38,0,23,62,38
12/21/15,78,13,37,1,49,78,46
12/22/15,100,10,33,1,100,57,37
12/23/15,58,10,38,0,34,58,38
12/24/15,65,11,38,1,53,65,36
12/25/15,74,10,39,0,74,54,23
12/26/15,173,7,38,0,173,54,27
12/27/15,51,11,39,3,26,51,38
12/28/15,67,14,39,1,50,67,56
12/29/15,67,11,37,1,30,67,50
12/30/15,71,15,40,4,42,71,50
12/31/15,72,13,41,1,23,72,43
1/1/16,94,19,42,0,39,94,48
1/2/16,79,11,41,1,52,79,40
1/3/16,93,16,43,1,53,93,44
1/4/16,60,9,39,1,29,60,46
1/5/16,56,7,38,0,19,56,44
1/6/16,47,9,41,0,11,47,46
1/7/16,45,9,41,0,10,39,45
1/8/16,66,13,40,1,30,66,43
1/9/16,67,13,42,0,33,67,37
1/10/16,67,8,39,0,26,67,32
1/11/16,61,8,41,1,22,61,43
1/12/16,62,11,40,1,51,62,55
1/13/16,78,14,41,3,52,78,63
1/14/16,87,14,40,3,50,87,52
1/15/16,87,9,43,0,65,87,41
1/16/16,91,11,44,1,50,91,39
1/17/16,130,13,43,3,61,130,49
1/18/16,109,15,41,1,51,109,46
1/19/16,79,10,39,0,36,79,42
1/20/16,80,11,37,1,37,80,42
1/21/16,62,11,42,1,36,62,51
1/22/16,62,13,43,3,52,62,54
1/23/16,76,15,40,1,44,76,46
1/24/16,64,9,42,1,40,64,31
1/25/16,59,8,41,1,29,59,47
1/26/16,57,10,45,4,36,43,57
1/27/16,55,11,42,3,44,55,55
1/28/16,70,14,42,3,53,68,70
1/29/16,84,14,44,3,58,84,71
1/30/16,70,14,45,4,63,70,40
1/31/16,82,7,41,3,82,28,24
2/1/16,51,8,40,0,51,38,41
2/2/16,52,10,40,1,27,52,51
2/3/16,62,11,43,1,24,62,53
2/4/16,57,9,44,3,27,57,49
2/5/16,48,8,45,7,19,27,48
2/6/16,72,9,46,3,30,72,44
2/7/16,47,8,47,6,32,28,40
2/8/16,47,8,44,1,20,32,47
2/9/16,47,8,42,3,32,41,47
2/10/16,77,9,44,1,53,59,77
2/11/16,80,11,64,4,60,72,80
2/12/16,105,14,105,3,69,100,93
2/13/16,125,15,122,4,72,125,62
2/14/16,83,13,67,4,70,83,57
2/15/16,55,7,44,4,55,38,48
2/16/16,71,9,46,4,39,62,71
2/17/16,64,10,49,3,54,64,63
2/18/16,53,7,40,1,46,53,44
2/19/16,58,9,48,1,31,58,49
2/20/16,77,9,77,3,44,69,46
2/21/16,90,10,90,4,53,90,48
2/22/16,73,10,54,1,63,73,58
2/23/16,57,9,51,1,50,49,57
2/24/16,62,10,50,4,53,51,62
2/25/16,80,10,67,4,53,63,80
2/26/16,90,11,90,4,60,76,69
2/27/16,122,11,122,3,61,96,54
2/28/16,150,11,150,3,60,100,46
2/29/16,122,11,122,3,62,99,72
3/1/16,101,13,101,4,57,91,64
3/2/16,101,11,101,6,55,95,63
3/3/16,99,14,93,1,58,99,61
3/4/16,80,11,58,3,51,80,47
3/5/16,72,8,44,3,54,72,31
3/6/16,141,7,48,3,141,36,26
3/7/16,52,7,45,3,52,42,42
3/8/16,47,8,47,1,19,33,46
3/9/16,54,9,49,3,36,54,52
3/10/16,66,10,51,1,53,66,55
3/11/16,147,11,44,3,147,53,44
3/12/16,46,5,43,1,46,41,34
3/13/16,68,6,50,4,68,43,25
3/14/16,58,6,46,1,58,43,38
3/15/16,67,8,50,1,45,67,57
3/16/16,80,10,80,1,42,70,65
3/17/16,126,10,126,3,51,66,54
3/18/16,119,8,119,3,52,90,47
3/19/16,126,8,126,4,90,92,47
3/20/16,105,8,105,4,49,91,35
3/21/16,80,9,58,3,68,80,43
3/22/16,63,5,61,1,63,48,41
3/23/16,56,5,51,0,56,28,46
3/24/16,71,7,71,1,45,54,53
3/25/16,93,9,93,1,51,63,64
3/26/16,105,8,105,0,37,72,45
3/27/16,101,7,101,0,37,73,42
3/28/16,178,5,54,3,178,51,42
3/29/16,61,5,47,0,61,42,39
3/30/16,53,6,45,1,24,53,40
3/31/16,55,7,49,3,34,55,44
4/1/16,62,8,54,3,42,62,47
4/2/16,105,9,105,3,46,66,43
4/3/16,105,9,105,1,43,59,55
4/4/16,93,9,93,1,59,60,50
4/5/16,115,9,115,3,53,64,60
4/6/16,71,10,71,1,61,66,57
4/7/16,77,7,77,3,57,70,48
4/8/16,81,8,43,0,26,81,38
4/9/16,52,6,41,0,14,52,26
4/10/16,49,6,43,0,11,49,25
4/11/16,51,7,46,0,17,51,37
4/12/16,74,8,74,1,27,59,38
4/13/16,71,7,71,1,31,59,40
4/14/16,83,7,77,1,83,72,36
4/15/16,93,7,64,1,93,54,39
4/16/16,80,7,80,0,36,29,39
4/17/16,97,9,97,1,35,36,42
4/18/16,108,9,108,6,54,52,56
4/19/16,133,10,133,6,51,61,68
4/20/16,119,10,119,1,52,57,64
4/21/16,108,10,108,3,55,53,60
4/22/16,120,8,77,3,120,54,41
4/23/16,108,6,108,1,65,51,36
4/24/16,101,7,101,1,71,54,41
4/25/16,300,6,74,0,300,56,38
4/26/16,74,7,74,1,45,56,47
4/27/16,93,7,93,1,85,69,52
4/28/16,55,6,51,0,54,55,40
4/29/16,74,6,74,1,44,60,45
4/30/16,61,7,61,0,59,54,27
5/1/16,80,7,80,0,39,63,31
5/2/16,80,7,80,1,49,68,40
5/3/16,97,8,97,3,46,72,52
5/4/16,111,7,97,3,111,75,49
5/5/16,54,6,54,3,43,49,34
5/6/16,58,7,58,1,17,48,34
5/7/16,71,5,71,0,35,47,25
5/8/16,64,6,64,1,31,54,29
5/9/16,71,6,71,1,46,59,33
5/10/16,87,6,87,1,32,74,36
5/11/16,122,7,122,0,55,82,42
5/12/16,129,8,129,3,71,80,56
5/13/16,129,7,129,4,50,76,46
5/14/16,90,5,90,4,84,73,25
5/15/16,331,5,61,1,331,57,18
5/16/16,123,5,74,1,123,58,33
5/17/16,68,6,51,0,65,68,37
5/18/16,100,6,100,3,49,83,32
5/19/16,112,13,112,6,74,80,38
5/20/16,118,13,97,3,118,50,34
5/21/16,71,30,71,3,54,45,21
5/22/16,72,30,67,3,72,52,24
5/23/16,80,11,80,4,64,49,37
5/24/16,77,11,77,4,63,54,31
5/25/16,71,11,71,1,65,55,28
5/26/16,74,6,74,1,48,54,33
5/27/16,97,7,97,1,47,66,36
5/28/16,119,7,119,3,42,78,30
5/29/16,90,6,90,3,31,69,47
5/30/16,129,6,129,1,38,73,25
5/31/16,169,7,169,4,45,76,38
6/1/16,179,7,179,4,57,84,40
6/2/16,209,7,209,3,58,86,52
6/3/16,185,10,185,3,56,72,70
6/4/16,208,9,208,3,64,71,50
6/5/16,164,7,164,4,66,72,33
6/6/16,140,9,140,3,90,72,35
6/7/16,151,6,151,4,50,70,39
6/8/16,202,6,202,3,50,75,38
6/9/16,192,7,192,4,44,92,44
6/10/16,136,7,136,4,67,88,37
6/11/16,64,5,49,1,64,59,25
6/12/16,54,5,54,3,41,52,23
6/13/16,74,6,74,1,64,63,34
6/14/16,122,6,122,3,60,74,33
6/15/16,90,5,90,4,83,70,36
6/16/16,115,6,115,1,52,65,45
6/17/16,172,7,172,3,60,83,63
6/18/16,129,7,129,3,57,69,41
6/19/16,150,7,150,6,51,59,35
6/20/16,147,8,147,6,71,69,65
6/21/16,203,6,203,3,81,82,38
6/22/16,169,6,169,1,109,74,42
6/23/16,190,6,190,3,61,77,36
6/24/16,200,6,200,1,69,76,40
6/25/16,209,6,209,6,58,83,29
6/26/16,204,7,204,4,90,88,45
6/27/16,164,8,164,4,58,89,44
6/28/16,203,8,203,3,63,87,48
6/29/16,212,10,212,1,68,88,48
6/30/16,185,8,185,4,64,88,43
7/1/16,159,7,159,1,73,87,33
7/2/16,143,6,143,4,78,72,30
7/3/16,122,5,122,3,56,68,30
7/4/16,154,5,154,6,49,78,29
7/5/16,172,8,172,4,105,154,35
7/6/16,166,8,166,4,63,77,39
7/7/16,174,8,174,6,51,76,35
7/8/16,151,6,151,3,54,79,30
7/9/16,143,7,143,3,67,75,31
7/10/16,101,7,101,4,86,71,25
7/11/16,161,6,161,1,85,67,35
7/12/16,169,6,169,1,62,77,35
7/13/16,205,7,205,3,60,81,48
7/14/16,192,8,192,7,62,83,44
7/15/16,179,7,179,3,71,81,35
7/16/16,169,9,169,3,59,79,30
7/17/16,172,9,172,4,57,74,36
7/18/16,115,10,115,6,57,64,41
7/19/16,172,6,172,3,55,67,49
7/20/16,159,10,159,3,58,62,54
7/21/16,166,9,166,4,60,63,53
7/22/16,213,9,213,4,68,72,62
7/23/16,187,10,187,3,89,75,55
7/24/16,126,14,126,7,86,67,44
7/25/16,108,11,108,4,53,65,43
7/26/16,185,8,185,3,93,68,53
7/27/16,195,9,195,4,57,61,50
7/28/16,212,9,212,4,64,68,45
7/29/16,217,10,217,6,60,84,52
7/30/16,389,9,122,4,389,179,32
7/31/16,90,8,90,4,57,70,30
8/1/16,156,8,156,1,61,68,34
8/2/16,192,8,192,3,60,72,39
8/3/16,140,8,140,4,42,67,38
8/4/16,172,8,172,3,80,76,36
8/5/16,197,11,197,4,50,84,47
8/6/16,197,8,197,3,49,84,40
8/7/16,185,8,185,3,53,79,31
8/8/16,177,9,177,3,78,82,38
8/9/16,164,8,164,1,124,85,41
8/10/16,164,17,164,6,60,75,47
8/11/16,133,13,133,1,52,69,39
8/12/16,151,8,151,4,52,75,42
8/13/16,190,15,190,4,55,68,88
8/14/16,200,16,200,4,57,75,35
8/15/16,161,9,161,3,64,73,51
8/16/16,147,9,147,3,71,66,83
8/17/16,126,16,126,6,63,74,58
8/18/16,122,9,122,3,64,68,55
8/19/16,129,8,129,6,69,69,45
8/20/16,115,8,115,3,56,65,32
8/21/16,112,8,112,6,79,63,34
8/22/16,93,9,93,1,56,70,41
8/23/16,133,9,133,1,56,76,49
8/24/16,177,10,177,4,61,80,44
8/25/16,185,7,185,6,59,80,44
8/26/16,122,6,122,9,52,82,38
8/27/16,143,8,143,4,47,89,44
8/28/16,179,9,179,3,57,80,46
8/29/16,192,10,192,4,70,86,52
8/30/16,217,11,217,7,67,94,55
8/31/16,161,9,161,6,62,87,57
9/1/16,115,10,115,7,66,79,48
9/2/16,122,8,122,4,59,88,42
9/3/16,115,7,100,3,115,81,26
9/4/16,77,7,77,3,74,70,17
9/5/16,97,7,97,1,51,72,29
9/6/16,143,9,143,6,61,81,44
9/7/16,119,11,119,6,62,88,48
9/8/16,133,7,133,1,53,84,35
9/9/16,133,7,133,3,60,78,39
9/10/16,143,11,143,6,62,78,42
9/11/16,101,10,101,6,54,73,41
9/12/16,108,9,58,17,65,77,108
9/13/16,115,6,51,1,68,46,115
9/14/16,122,8,58,1,47,56,122
9/15/16,124,11,108,4,55,63,124
9/16/16,133,10,133,4,61,76,45
9/17/16,164,9,164,4,70,86,44
9/18/16,119,11,119,6,61,71,40
9/19/16,173,10,93,3,173,80,66
9/20/16,75,10,42,3,64,75,53
9/21/16,93,8,93,3,38,59,32
9/22/16,146,8,51,0,146,72,34
