Date,AQI,CO,Ozone,SO2,PM10,PM25,NO2
11/29/00,156,38,51,7,56,156,101
11/30/00,160,44,42,6,34,160,84
12/1/00,95,47,39,14,53,60,95
12/2/00,164,48,44,13,89,164,109
12/3/00,94,48,46,10,32,94,74
12/4/00,74,40,44,16,49,50,74
12/5/00,93,35,41,17,93,80,72
12/6/00,100,36,30,13,52,91,100
12/7/00,95,40,27,11,38,95,86
12/8/00,118,24,29,9,61,80,118
12/9/00,81,18,28,7,15,81,42
12/10/00,88,9,38,4,25,88,48
12/11/00,119,30,38,9,57,119,54
12/12/00,89,30,38,4,70,89,60
12/13/00,106,23,37,14,25,67,106
12/14/00,99,23,37,29,57,99,48
12/15/00,158,33,40,4,33,158,53
12/16/00,58,38,39,10,31,58,50
12/17/00,57,26,41,9,31,57,44
12/18/00,43,15,40,4,30,.,43
12/19/00,62,39,42,14,52,41,62
12/20/00,92,40,39,14,88,92,77
12/21/00,123,39,34,17,35,123,99
12/22/00,96,45,38,9,37,.,96
12/23/00,157,42,50,11,93,157,102
12/24/00,166,47,50,9,38,166,103
12/25/00,50,45,50,6,43,40,48
12/26/00,60,15,50,7,57,60,50
12/27/00,65,35,37,9,37,.,65
12/28/00,68,35,34,11,39,68,65
12/29/00,86,38,35,10,86,71,57
12/30/00,66,38,36,36,43,.,66
12/31/00,121,41,38,11,38,121,58
1/1/01,112,34,40,11,78,112,57
1/2/01,106,24,44,11,106,70,48
1/3/01,66,33,44,14,2,35,66
1/4/01,61,36,42,11,57,61,60
1/5/01,88,51,31,11,38,77,88
1/6/01,93,26,36,6,25,93,56
1/7/01,147,30,40,10,64,147,85
1/8/01,98,32,43,4,50,98,66
1/9/01,58,19,34,4,9,.,58
1/10/01,90,20,46,6,32,90,48
1/11/01,44,27,43,3,4,33,44
1/12/01,47,26,41,6,10,.,47
1/13/01,100,31,35,7,38,100,49
1/14/01,44,33,39,7,10,.,44
1/15/01,81,27,35,6,6,81,42
1/16/01,44,17,39,6,11,44,36
1/17/01,49,17,42,4,14,.,49
1/18/01,55,23,40,13,23,.,55
1/19/01,101,35,32,11,56,101,49
1/20/01,49,20,38,14,19,38,49
1/21/01,57,18,37,6,13,52,57
1/22/01,106,18,39,9,51,106,62
1/23/01,133,23,42,13,24,133,81
1/24/01,88,22,44,4,15,88,55
1/25/01,73,17,38,3,29,73,56
1/26/01,76,22,37,3,6,76,47
1/27/01,38,15,38,3,26,.,36
1/28/01,83,13,43,3,27,83,40
1/29/01,72,14,42,3,14,72,55
1/30/01,53,18,44,7,18,44,53
1/31/01,53,11,43,6,38,53,52
2/1/01,52,22,40,3,14,15,52
2/2/01,50,32,39,11,23,40,50
2/3/01,63,28,40,10,46,63,53
2/4/01,53,26,33,17,21,17,53
2/5/01,60,30,39,7,21,59,60
2/6/01,90,33,48,11,57,90,67
2/7/01,54,9,41,6,25,33,54
2/8/01,58,16,42,7,24,58,54
2/9/01,72,23,44,6,49,72,57
2/10/01,62,11,43,6,6,62,54
2/11/01,54,14,43,4,6,47,54
2/12/01,54,14,41,1,22,28,54
2/13/01,54,14,44,3,.,15,54
2/14/01,54,20,44,3,.,35,54
2/15/01,93,28,45,6,39,93,62
2/16/01,88,27,49,6,.,88,57
2/17/01,71,20,47,10,12,71,54
2/18/01,90,22,47,6,38,90,54
2/19/01,62,22,42,6,7,62,54
2/20/01,60,16,48,10,14,60,54
2/21/01,81,22,44,6,40,80,81
2/22/01,68,25,41,6,15,68,66
2/23/01,54,19,41,1,9,.,54
2/24/01,58,18,42,3,21,58,54
2/25/01,54,14,41,3,5,25,54
2/26/01,54,15,36,4,6,32,54
2/27/01,54,18,44,3,14,38,54
2/28/01,54,24,42,3,6,35,54
3/1/01,110,23,45,3,7,66,110
3/2/01,88,27,47,4,43,88,56
3/3/01,72,22,61,3,16,72,56
3/4/01,62,22,54,3,23,62,43
3/5/01,55,17,46,1,12,55,43
3/6/01,58,23,42,3,9,33,58
3/7/01,57,22,39,4,7,57,44
3/8/01,118,18,45,6,47,106,118
3/9/01,83,16,49,7,18,74,83
3/10/01,46,11,46,0,8,42,32
3/11/01,54,14,49,1,32,54,32
3/12/01,60,17,50,4,6,34,60
3/13/01,76,24,46,4,9,73,76
3/14/01,98,20,71,6,48,94,98
3/15/01,149,17,58,4,21,149,103
3/16/01,154,23,61,4,25,154,125
3/17/01,152,26,84,7,59,152,71
3/18/01,147,27,112,7,20,147,77
3/19/01,95,30,54,7,20,95,87
3/20/01,104,34,97,9,61,104,97
3/21/01,159,34,100,7,24,159,127
3/22/01,151,24,80,9,26,151,122
3/23/01,152,19,119,9,54,152,113
3/24/01,154,22,93,16,23,154,111
3/25/01,151,18,84,4,19,151,50
3/26/01,86,17,51,6,51,86,49
3/27/01,113,24,64,14,19,113,107
3/28/01,131,24,122,14,31,131,106
3/29/01,147,23,74,6,65,147,66
3/30/01,84,22,84,7,29,.,78
3/31/01,140,22,140,14,31,.,65
4/1/01,158,17,105,4,63,158,102
4/2/01,97,11,97,7,32,55,32
4/3/01,97,9,97,6,27,31,42
4/4/01,80,9,80,4,30,43,37
4/5/01,84,9,84,4,18,47,55
4/6/01,80,10,80,7,42,55,42
4/7/01,71,9,71,3,23,32,33
4/8/01,67,10,67,3,6,40,39
4/9/01,71,13,71,3,7,43,55
4/10/01,65,11,61,3,27,65,35
4/11/01,64,14,64,14,14,59,44
4/12/01,61,13,61,1,15,50,57
4/13/01,97,22,97,7,44,79,58
4/14/01,119,16,119,3,62,76,44
4/15/01,161,15,161,3,55,53,67
4/16/01,151,24,151,4,70,105,83
4/17/01,108,22,108,7,46,99,93
4/18/01,114,23,90,6,51,114,72
4/19/01,79,9,67,6,67,79,79
4/20/01,51,10,51,4,30,36,34
4/21/01,61,9,61,4,9,23,31
4/22/01,71,11,71,6,31,60,43
4/23/01,90,18,90,6,15,58,61
4/24/01,84,20,84,7,19,53,57
4/25/01,105,22,105,9,59,83,88
4/26/01,166,15,166,7,29,135,76
4/27/01,161,14,161,7,30,158,65
4/28/01,163,14,115,4,63,163,47
4/29/01,138,11,112,4,22,138,58
4/30/01,165,19,154,9,30,165,91
5/1/01,179,18,179,27,74,158,97
5/2/01,122,17,122,4,57,118,82
5/3/01,82,16,61,4,21,26,82
5/4/01,97,18,97,6,51,55,82
5/5/01,185,18,185,4,28,63,65
5/6/01,204,17,204,4,27,81,56
5/7/01,177,25,177,10,68,99,85
5/8/01,179,26,179,11,36,90,81
5/9/01,195,20,195,9,43,104,102
5/10/01,179,17,179,17,63,108,80
5/11/01,156,17,156,6,31,149,77
5/12/01,154,16,74,7,35,154,69
5/13/01,133,11,133,6,49,110,35
5/14/01,121,15,105,10,22,121,56
5/15/01,159,17,159,11,28,158,61
5/16/01,201,17,201,7,69,161,70
5/17/01,200,15,200,4,35,152,60
5/18/01,150,15,150,4,31,122,40
5/19/01,140,16,140,6,57,120,44
5/20/01,197,19,197,6,29,152,51
5/21/01,155,18,154,7,28,155,69
5/22/01,197,18,197,9,77,168,89
5/23/01,207,22,207,9,35,155,102
5/24/01,161,15,161,9,31,.,73
5/25/01,172,14,172,9,59,149,73
5/26/01,187,13,187,9,29,152,84
5/27/01,87,15,87,10,27,71,47
5/28/01,97,14,97,10,26,60,38
5/29/01,140,17,140,11,26,.,55
5/30/01,187,24,187,10,33,150,98
5/31/01,218,23,218,11,70,155,83
6/1/01,207,13,207,4,44,152,79
6/2/01,147,10,147,6,72,93,74
6/3/01,146,8,101,3,146,62,23
6/4/01,108,9,108,4,31,65,37
6/5/01,203,11,203,4,39,112,56
6/6/01,208,11,208,3,70,138,69
6/7/01,225,15,225,7,64,144,81
6/8/01,232,15,232,7,38,155,81
6/9/01,232,13,232,6,69,155,55
6/10/01,179,11,179,6,27,113,43
6/11/01,179,11,179,6,36,.,49
6/12/01,113,10,100,7,113,87,49
6/13/01,115,11,115,6,29,78,57
6/14/01,119,18,119,4,31,.,62
6/15/01,202,18,202,6,73,77,76
6/16/01,208,16,208,3,35,76,85
6/17/01,213,14,213,9,29,68,72
6/18/01,205,16,205,6,69,83,83
6/19/01,172,17,172,9,32,68,73
6/20/01,169,18,169,3,24,57,74
6/21/01,150,18,150,7,71,77,101
6/22/01,187,20,187,10,35,74,74
6/23/01,154,11,154,4,36,51,71
6/24/01,119,10,119,4,69,62,42
6/25/01,93,13,93,7,54,.,61
6/26/01,105,10,105,7,35,54,58
6/27/01,105,13,105,4,55,49,51
6/28/01,159,20,159,7,27,.,51
6/29/01,197,25,197,6,31,.,68
6/30/01,200,23,200,6,61,88,73
7/1/01,228,22,228,4,31,90,100
7/2/01,229,24,229,7,34,65,86
7/3/01,213,24,213,6,101,79,101
7/4/01,197,13,197,7,33,95,68
7/5/01,122,16,122,9,50,.,98
7/6/01,145,14,115,7,64,145,97
7/7/01,172,13,172,7,22,.,97
7/8/01,156,14,156,7,19,.,97
7/9/01,119,15,119,6,59,55,97
7/10/01,147,14,147,16,34,.,97
7/11/01,140,10,140,6,21,.,58
7/12/01,122,13,122,7,57,81,70
7/13/01,159,14,159,7,27,81,87
7/14/01,187,13,187,6,40,109,69
7/15/01,129,8,129,7,56,125,26
7/16/01,71,8,71,4,21,68,38
7/17/01,87,8,87,7,22,.,45
7/18/01,112,9,101,7,58,112,57
7/19/01,112,11,112,9,25,.,66
7/20/01,129,11,129,6,23,.,55
7/21/01,143,9,143,9,51,79,47
7/22/01,177,10,177,10,17,59,43
7/23/01,133,10,133,7,20,67,54
7/24/01,150,10,150,7,60,86,52
7/25/01,179,10,179,7,33,99,69
7/26/01,203,13,203,3,30,116,81
7/27/01,209,14,209,3,64,129,79
7/28/01,220,13,220,3,26,87,103
7/29/01,216,8,216,1,24,95,50
7/30/01,129,8,129,4,76,96,44
7/31/01,122,7,122,6,23,72,37
8/1/01,122,8,122,6,25,83,50
8/2/01,161,11,161,7,58,115,71
8/3/01,164,15,164,13,27,102,82
8/4/01,236,13,236,10,21,122,70
8/5/01,227,14,227,7,70,95,64
8/6/01,177,16,177,13,34,.,99
8/7/01,174,17,174,10,29,.,102
8/8/01,151,14,151,11,66,87,83
8/9/01,156,9,156,11,21,97,68
8/10/01,172,11,172,11,23,92,79
8/11/01,223,13,223,11,65,92,77
8/12/01,235,10,235,11,37,96,58
8/13/01,190,13,190,9,41,88,88
8/14/01,169,14,169,11,75,66,102
8/15/01,177,13,177,10,32,60,85
8/16/01,187,16,187,10,38,66,96
8/17/01,500,17,192,16,500,96,79
8/18/01,210,15,210,11,48,74,93
8/19/01,147,10,147,11,20,57,57
8/20/01,108,9,108,17,98,68,58
8/21/01,105,10,105,17,23,90,49
8/22/01,129,7,129,19,31,82,38
8/23/01,207,9,207,14,68,121,60
8/24/01,226,16,226,13,38,115,90
8/25/01,240,17,240,11,34,124,105
8/26/01,241,13,241,16,67,119,65
8/27/01,219,19,219,11,31,99,91
8/28/01,220,14,220,11,37,.,100
8/29/01,172,15,172,11,63,81,72
8/30/01,105,8,105,13,29,74,47
8/31/01,97,13,97,11,39,56,60
9/1/01,112,10,112,13,62,54,82
9/2/01,93,9,93,10,19,55,40
9/3/01,136,8,136,10,23,64,38
9/4/01,112,13,112,17,52,77,65
9/5/01,147,14,147,11,34,76,76
9/6/01,154,9,154,10,31,101,52
9/7/01,111,11,108,11,75,111,64
9/8/01,166,10,166,10,38,91,65
9/9/01,177,11,177,9,35,125,64
9/10/01,126,13,126,11,62,125,72
9/11/01,122,11,122,13,40,101,66
9/12/01,143,11,143,10,30,72,61
9/13/01,108,18,108,19,106,83,68
9/14/01,84,18,84,11,46,70,76
9/15/01,143,18,143,11,27,74,62
9/16/01,115,19,115,13,54,68,56
9/17/01,119,10,119,11,23,83,63
9/18/01,197,13,197,23,36,135,79
9/19/01,179,15,179,14,66,152,79
9/20/01,192,15,192,14,33,153,83
9/21/01,136,19,93,14,28,136,103
9/22/01,174,20,174,9,74,114,73
9/23/01,204,15,204,9,28,137,74
9/24/01,136,19,136,10,32,88,93
9/25/01,78,18,71,19,68,67,78
9/26/01,100,18,77,10,35,60,100
9/27/01,91,19,74,10,31,81,91
9/28/01,119,20,119,10,79,119,101
9/29/01,122,20,122,9,37,113,91
9/30/01,119,26,119,9,35,69,73
10/1/01,91,16,84,6,91,70,64
10/2/01,87,16,87,9,51,74,83
10/3/01,108,20,108,6,42,93,101
10/4/01,105,15,105,6,68,81,76
10/5/01,74,15,54,10,46,74,46
10/6/01,90,15,90,1,28,65,48
10/7/01,88,15,77,3,46,88,60
10/8/01,109,15,101,4,32,109,62
10/9/01,93,15,93,10,30,.,50
10/10/01,126,26,71,6,73,126,84
10/11/01,115,33,115,7,61,111,89
10/12/01,99,28,54,3,36,64,99
10/13/01,100,24,100,9,70,71,70
10/14/01,154,26,154,9,27,123,91
10/15/01,156,35,101,14,14,156,106
10/16/01,160,38,119,16,91,160,112
10/17/01,120,26,93,3,33,.,120
10/18/01,110,23,58,10,34,110,103
10/19/01,141,30,71,9,82,141,105
10/20/01,152,26,147,6,32,152,102
10/21/01,150,17,119,4,32,150,56
10/22/01,160,14,87,4,69,160,69
10/23/01,157,26,100,13,71,157,102
10/24/01,158,18,51,6,39,158,104
10/25/01,162,35,71,11,89,162,101
10/26/01,161,36,80,11,35,161,103
10/27/01,154,34,112,10,31,154,103
10/28/01,119,13,64,7,59,119,66
10/29/01,110,17,44,7,35,110,69
10/30/01,92,23,42,11,.,92,88
10/31/01,79,22,39,10,31,79,47
11/1/01,116,17,45,7,17,116,69
11/2/01,155,24,47,9,21,155,79
11/3/01,165,24,58,4,75,165,77
11/4/01,173,25,39,13,18,173,69
11/5/01,159,30,40,6,17,159,103
11/6/01,158,30,71,10,24,158,97
11/7/01,166,19,47,7,19,166,98
11/8/01,101,27,44,9,19,70,101
11/9/01,115,18,44,10,64,115,68
11/10/01,139,11,54,7,27,139,51
11/11/01,99,11,44,6,11,99,41
11/12/01,80,14,41,7,80,66,38
11/13/01,41,13,38,9,6,.,41
11/14/01,67,22,42,7,16,67,64
11/15/01,89,22,42,24,52,80,89
11/16/01,136,33,43,9,26,136,105
11/17/01,158,40,51,9,21,158,99
11/18/01,152,38,47,9,65,152,84
11/19/01,111,33,51,13,30,111,102
11/20/01,102,34,46,9,26,.,102
11/21/01,143,34,44,13,64,143,90
11/22/01,109,27,38,10,109,106,49
11/23/01,86,22,43,7,17,86,42
11/24/01,71,19,37,4,71,68,48
11/25/01,47,8,37,6,10,47,34
11/26/01,55,18,37,7,9,55,40
11/27/01,40,7,40,11,23,33,32
11/28/01,55,16,32,6,18,55,53
11/29/01,63,23,37,9,19,63,42
11/30/01,84,19,32,9,33,84,44
12/1/01,114,25,44,3,15,114,52
12/2/01,143,30,46,4,16,143,54
12/3/01,67,11,37,3,29,67,39
12/4/01,66,19,36,3,9,66,44
12/5/01,93,27,39,7,23,93,48
12/6/01,87,31,36,17,39,87,51
12/7/01,44,19,44,7,20,.,42
12/8/01,53,18,40,3,18,28,53
12/9/01,62,23,44,3,46,62,62
12/10/01,53,14,37,3,30,53,37
12/11/01,60,17,39,4,11,60,41
12/12/01,77,30,37,7,43,77,63
12/13/01,71,30,35,7,20,71,50
12/14/01,87,30,36,9,41,87,54
12/15/01,75,33,42,6,35,75,35
12/16/01,63,20,38,6,16,36,63
12/17/01,87,35,42,9,6,87,76
12/18/01,108,39,33,10,34,108,53
12/19/01,100,40,46,9,29,100,78
12/20/01,90,41,37,6,30,90,53
12/21/01,58,27,36,1,31,58,36
12/22/01,102,31,37,3,9,102,47
12/23/01,99,34,40,1,7,99,42
12/24/01,74,19,42,3,14,74,53
12/25/01,55,25,37,4,19,55,45
12/26/01,66,39,35,7,23,66,47
12/27/01,128,39,33,9,63,128,76
12/28/01,124,41,33,13,27,124,78
12/29/01,113,34,35,6,8,113,50
12/30/01,88,18,26,3,32,88,33
12/31/01,117,31,33,3,9,117,37
1/1/02,157,32,34,4,19,157,39
1/2/02,156,35,39,7,55,156,56
1/3/02,140,24,41,4,55,140,48
1/4/02,86,38,40,7,16,86,49
1/5/02,80,40,33,6,47,80,44
1/6/02,72,35,31,7,18,72,47
1/7/02,64,43,31,9,23,60,64
1/8/02,93,35,30,7,56,93,90
1/9/02,116,36,38,7,21,116,56
1/10/02,63,15,45,7,20,24,63
1/11/02,58,25,41,9,32,58,47
1/12/02,76,30,41,6,21,76,76
1/13/02,105,32,41,9,21,105,62
1/14/02,127,31,45,9,57,127,79
1/15/02,80,13,39,4,21,80,44
1/16/02,51,15,42,7,22,.,51
1/17/02,87,18,37,11,51,87,56
1/18/02,70,25,41,10,25,70,54
1/19/02,64,22,41,9,32,64,57
1/20/02,97,23,42,9,61,97,48
1/21/02,79,24,41,9,27,79,67
1/22/02,76,23,41,9,46,76,45
1/23/02,54,8,43,7,54,43,45
1/24/02,54,20,42,7,22,38,54
1/25/02,55,24,40,10,37,.,55
1/26/02,84,31,44,9,47,84,56
1/27/02,79,27,44,7,26,79,49
1/28/02,41,6,41,7,6,25,36
1/29/02,52,9,38,10,8,52,36
1/30/02,49,8,42,9,19,.,49
1/31/02,67,16,38,9,24,37,67
2/1/02,93,20,37,10,47,93,47
2/2/02,62,18,40,7,23,62,60
2/3/02,52,24,44,7,18,43,52
2/4/02,65,16,44,7,26,59,65
2/5/02,65,18,43,10,23,65,64
2/6/02,98,25,45,13,26,98,89
2/7/02,152,25,47,7,67,152,86
2/8/02,156,30,45,9,37,156,71
2/9/02,48,18,48,7,24,.,46
2/10/02,48,8,48,9,30,31,42
2/11/02,72,17,46,7,23,.,72
2/12/02,82,22,46,10,23,.,82
2/13/02,114,23,45,16,60,114,95
2/14/02,62,26,45,9,30,.,62
2/15/02,93,20,80,10,35,.,93
2/16/02,153,20,54,4,49,153,64
2/17/02,64,7,44,1,64,52,37
2/18/02,53,9,46,3,18,53,43
2/19/02,85,14,48,4,49,85,53
2/20/02,148,16,48,10,18,148,79
2/21/02,58,17,46,14,20,58,49
2/22/02,49,22,49,10,44,47,49
2/23/02,80,26,80,7,69,.,52
2/24/02,83,16,51,14,21,83,57
2/25/02,101,30,48,14,63,101,96
2/26/02,79,23,46,9,14,43,79
2/27/02,84,19,48,14,30,65,84
2/28/02,114,20,74,9,67,114,68
3/1/02,98,10,47,9,98,56,55
3/2/02,47,17,47,10,21,.,43
3/3/02,87,14,50,9,37,87,45
3/4/02,67,19,49,16,31,51,67
3/5/02,71,25,71,13,36,.,58
3/6/02,84,26,50,7,53,84,55
3/7/02,71,23,40,9,71,52,32
3/8/02,50,16,50,6,29,38,47
3/9/02,74,18,58,7,35,74,68
3/10/02,67,24,67,6,42,59,53
3/11/02,74,17,51,6,18,72,74
3/12/02,106,26,93,10,57,106,71
3/13/02,151,11,67,4,151,63,41
3/14/02,48,16,48,6,8,40,42
3/15/02,64,13,64,6,36,45,55
3/16/02,58,11,58,3,37,39,35
3/17/02,54,16,54,4,22,43,32
3/18/02,54,9,54,4,24,29,47
3/19/02,61,15,48,9,20,54,61
3/20/02,79,23,49,6,17,72,79
3/21/02,94,23,84,9,61,94,83
3/22/02,85,25,84,9,49,85,70
3/23/02,46,9,46,7,28,43,28
3/24/02,49,7,49,4,35,37,29
3/25/02,55,14,50,6,21,55,55
3/26/02,71,20,71,7,21,70,68
3/27/02,81,15,67,9,38,81,60
3/28/02,66,10,49,11,31,66,45
3/29/02,87,13,48,4,17,87,54
3/30/02,158,15,80,6,64,158,68
3/31/02,166,17,166,6,27,157,67
4/1/02,152,17,140,4,29,152,81
4/2/02,163,14,119,3,68,163,67
4/3/02,160,14,119,4,29,160,61
4/4/02,154,13,97,3,26,154,68
4/5/02,82,14,54,6,66,82,46
4/6/02,63,14,58,4,15,63,37
4/7/02,67,11,67,1,22,64,29
4/8/02,93,10,93,1,41,92,46
4/9/02,108,18,108,7,34,.,60
4/10/02,133,27,133,3,29,.,73
4/11/02,166,17,166,4,63,154,71
4/12/02,152,16,143,3,21,152,62
4/13/02,149,14,133,6,24,149,78
4/14/02,174,16,174,4,67,156,77
4/15/02,80,8,80,3,10,46,29
4/16/02,67,7,67,1,.,51,47
4/17/02,67,7,67,3,52,48,40
4/18/02,77,10,77,4,40,.,41
4/19/02,80,13,80,4,16,45,42
4/20/02,87,15,87,6,52,64,50
4/21/02,147,17,147,3,26,63,68
4/22/02,143,22,143,6,35,74,83
4/23/02,133,14,133,4,52,72,78
4/24/02,88,13,47,3,19,88,67
4/25/02,67,10,67,3,15,.,56
4/26/02,54,7,54,6,26,53,27
4/27/02,48,7,48,1,31,36,25
4/28/02,64,9,64,4,15,53,44
4/29/02,48,13,46,4,44,48,47
4/30/02,51,8,51,3,34,40,34
5/1/02,74,11,74,6,17,55,42
5/2/02,71,10,71,17,47,60,47
5/3/02,105,16,105,23,22,.,61
5/4/02,140,16,140,7,27,84,60
5/5/02,143,11,143,3,39,104,54
5/6/02,133,11,133,7,28,113,56
5/7/02,81,11,64,1,34,81,39
5/8/02,112,11,87,3,112,87,43
5/9/02,154,14,154,1,46,97,60
5/10/02,108,10,108,3,71,78,54
5/11/02,108,10,108,3,53,62,48
5/12/02,122,17,122,3,19,.,86
5/13/02,177,20,177,10,32,56,97
5/14/02,161,14,161,4,59,75,73
5/15/02,133,9,133,3,39,79,45
5/16/02,151,10,151,6,30,.,49
5/17/02,161,11,161,10,48,140,62
5/18/02,190,11,190,6,40,135,61
5/19/02,122,7,122,3,42,60,47
5/20/02,73,7,47,4,73,43,26
5/21/02,51,7,51,3,43,.,32
5/22/02,87,14,87,4,17,59,51
5/23/02,136,18,136,3,52,75,57
5/24/02,150,18,150,6,31,81,64
5/25/02,172,13,172,4,29,.,76
5/26/02,156,11,156,4,43,85,55
5/27/02,172,13,172,6,28,97,45
5/28/02,133,15,133,7,25,95,85
5/29/02,179,15,179,6,57,119,94
5/30/02,161,16,161,6,40,134,81
5/31/02,150,15,150,4,35,103,70
6/1/02,126,9,126,4,52,111,58
6/2/02,122,7,122,4,34,75,33
6/3/02,126,9,126,3,36,64,50
6/4/02,161,13,161,6,57,108,77
6/5/02,195,16,195,9,29,109,102
6/6/02,197,15,197,4,44,112,106
6/7/02,187,14,187,9,60,103,76
6/8/02,161,8,161,6,101,94,51
6/9/02,112,7,112,7,71,45,38
6/10/02,100,9,100,14,39,71,60
6/11/02,133,11,133,11,38,76,52
6/12/02,172,10,172,6,27,85,61
6/13/02,174,11,174,6,52,89,69
6/14/02,179,14,179,6,38,74,99
6/15/02,235,17,235,4,32,66,82
6/16/02,215,15,215,4,56,84,55
6/17/02,227,14,227,10,25,84,63
6/18/02,208,16,208,3,47,91,81
6/19/02,206,11,206,7,59,90,58
6/20/02,115,9,115,7,54,79,41
6/21/02,108,8,108,4,38,69,44
6/22/02,197,10,197,3,52,99,49
6/23/02,227,13,227,4,29,99,64
6/24/02,208,13,208,7,29,124,86
6/25/02,200,13,200,11,63,140,97
6/26/02,154,15,154,9,50,82,80
6/27/02,187,17,187,14,52,72,66
6/28/02,190,11,190,6,51,80,64
6/29/02,224,11,224,6,33,93,74
6/30/02,216,10,216,6,33,90,67
7/1/02,169,14,169,6,56,74,80
7/2/02,150,14,150,14,24,78,78
7/3/02,156,13,156,7,23,89,69
7/4/02,202,10,202,7,55,106,54
7/5/02,192,10,192,7,31,153,55
7/6/02,207,11,207,7,24,114,69
7/7/02,218,11,218,7,57,133,61
7/8/02,214,15,214,9,30,103,95
7/9/02,236,17,236,7,40,72,86
7/10/02,192,17,192,6,67,79,101
7/11/02,143,16,143,7,37,93,103
7/12/02,216,16,216,10,38,77,102
7/13/02,216,10,216,6,51,67,61
7/14/02,190,10,190,7,27,60,53
7/15/02,143,10,143,4,36,54,54
7/16/02,93,10,93,21,52,57,47
7/17/02,147,11,147,20,27,57,49
7/18/02,156,8,156,9,30,76,57
7/19/02,159,10,159,9,54,117,70
7/20/02,204,10,204,9,25,116,60
7/21/02,202,8,202,9,23,92,45
7/22/02,185,10,185,9,47,116,71
7/23/02,169,14,169,10,24,54,110
7/24/02,136,15,136,11,30,55,88
7/25/02,185,16,185,13,54,58,71
7/26/02,179,14,179,11,36,65,78
7/27/02,151,9,151,7,36,65,66
7/28/02,156,7,156,6,65,79,107
7/29/02,201,11,201,9,34,81,105
7/30/02,208,13,208,9,52,92,76
7/31/02,221,11,221,7,60,115,79
8/1/02,222,14,222,7,46,.,77
8/2/02,169,11,169,10,43,.,80
8/3/02,156,9,156,6,48,103,46
8/4/02,185,10,185,6,33,90,54
8/5/02,97,15,97,3,27,79,77
8/6/02,74,15,74,10,55,64,66
8/7/02,129,15,129,10,27,57,68
8/8/02,204,15,204,7,38,69,83
8/9/02,187,20,187,9,69,77,79
8/10/02,220,23,220,7,33,83,82
8/11/02,215,16,215,6,36,84,79
8/12/02,217,15,217,10,59,95,83
8/13/02,213,14,213,6,37,86,69
8/14/02,418,14,206,6,418,103,78
8/15/02,335,14,213,6,335,145,69
8/16/02,220,13,220,6,44,145,81
8/17/02,226,13,226,4,52,154,76
8/18/02,214,10,214,4,93,155,73
8/19/02,164,11,164,9,52,102,63
8/20/02,172,10,172,3,44,118,44
8/21/02,159,11,159,1,57,148,53
8/22/02,177,11,177,6,32,119,66
8/23/02,161,15,161,7,29,122,76
8/24/02,179,16,179,4,55,85,71
8/25/02,208,16,208,4,24,77,52
8/26/02,190,20,190,4,30,87,85
8/27/02,205,16,205,7,58,81,79
8/28/02,147,10,147,1,43,84,81
8/29/02,143,11,143,3,32,89,61
8/30/02,140,17,140,4,61,92,80
8/31/02,101,25,97,4,27,98,101
9/1/02,97,34,97,4,71,66,77
9/2/02,126,20,126,4,64,95,56
9/3/02,126,16,126,4,40,62,66
9/4/02,105,15,105,7,38,68,72
9/5/02,120,15,100,10,74,120,101
9/6/02,61,15,40,13,24,41,61
9/7/02,71,11,71,11,30,37,43
9/8/02,87,11,87,9,49,55,55
9/9/02,90,20,90,10,29,65,65
9/10/02,115,20,115,10,37,64,68
9/11/02,150,17,150,16,59,71,70
9/12/02,164,18,164,10,43,88,88
9/13/02,156,22,156,10,41,81,80
9/14/02,200,19,200,16,54,109,80
9/15/02,203,19,203,14,42,97,69
9/16/02,112,17,112,11,52,60,69
9/17/02,147,17,147,11,65,87,77
9/18/02,119,11,119,10,37,92,61
9/19/02,86,18,84,7,27,86,82
9/20/02,141,20,140,17,67,141,81
9/21/02,201,27,201,10,35,82,80
9/22/02,219,25,219,9,31,63,69
9/23/02,119,27,119,10,73,88,96
9/24/02,166,24,166,11,60,101,102
9/25/02,144,28,140,23,76,144,105
9/26/02,152,14,143,13,65,152,83
9/27/02,115,13,87,13,58,115,47
9/28/02,44,8,44,10,19,43,25
9/29/02,61,6,61,10,26,53,36
9/30/02,80,11,80,9,24,52,42
10/1/02,67,7,67,7,51,50,29
10/2/02,64,11,47,3,48,64,47
10/3/02,78,17,58,7,32,78,55
10/4/02,122,23,122,6,39,88,74
10/5/02,105,23,105,6,66,87,72
10/6/02,74,22,74,9,29,61,65
10/7/02,81,25,71,10,31,64,81
10/8/02,105,24,105,7,71,85,70
10/9/02,126,25,126,10,38,111,91
10/10/02,152,20,112,7,44,152,74
10/11/02,152,13,101,3,67,152,57
10/12/02,116,17,80,9,33,116,90
10/13/02,152,24,74,7,30,152,66
10/14/02,165,20,84,14,70,165,90
10/15/02,154,17,150,11,43,154,86
10/16/02,154,14,74,7,46,154,74
10/17/02,103,10,51,3,70,103,51
10/18/02,119,13,74,6,38,119,69
10/19/02,150,19,93,6,30,150,61
10/20/02,159,16,119,11,73,159,64
10/21/02,157,15,90,6,32,157,70
10/22/02,131,11,97,6,38,131,50
10/23/02,120,18,100,6,61,120,57
10/24/02,145,11,105,6,35,145,56
10/25/02,131,14,84,4,23,131,67
10/26/02,130,14,61,3,44,130,53
10/27/02,83,13,67,3,25,83,56
